USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           2  0.0  0.0      0     0 ?        S    11:37   0:00 [kthreadd]
root         185  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_12]
root         186  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_12]
root         187  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_13]
root         188  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_13]
root         189  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_14]
root         190  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_14]
root         191  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_15]
root         192  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_15]
root         193  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_16]
root         194  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_16]
root         195  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_17]
root         196  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_17]
root         197  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_18]
root         198  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_18]
root         199  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_19]
root         200  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_19]
root         201  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_20]
root         202  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_20]
root         203  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_21]
root         204  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_21]
root         205  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_22]
root         206  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_22]
root         207  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_23]
root         208  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_23]
root         209  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_24]
root         210  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_24]
root         211  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_25]
root         212  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_25]
root         213  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_26]
root         214  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_26]
root         215  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_27]
root         216  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_27]
root         217  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_28]
root         218  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_28]
root         219  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_29]
root         220  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_29]
root         221  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_30]
root         222  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_30]
root         223  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_31]
root         224  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_31]
root         253  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [scsi_eh_32]
root         254  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [scsi_tmf_32]
root         261  0.0  0.0      0     0 ?        I<   11:37   0:02  \_ [kworker/0:2H-kblockd]
root         292  0.0  0.0      0     0 ?        S    11:37   0:05  \_ [jbd2/sda3-8]
root         293  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [ext4-rsv-conver]
root         395  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [irq/57-vmw_vmci]
root         396  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [irq/58-vmw_vmci]
root         397  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [irq/59-vmw_vmci]
root         404  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [jbd2/sda1-8]
root         406  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [ext4-rsv-conver]
root         412  0.0  0.0      0     0 ?        S    11:37   0:00  \_ [irq/16-vmwgfx]
root         416  0.0  0.0      0     0 ?        I<   11:37   0:00  \_ [cryptd]
root       26941  0.0  0.0      0     0 ?        I<   14:47   0:00  \_ [tls-strp]
root       29336  0.0  0.0      0     0 ?        I    17:03   0:00  \_ [kworker/u256:1-events_unbound]
root       29494  0.0  0.0      0     0 ?        I    17:14   0:00  \_ [kworker/u256:2-ext4-rsv-conversion]
root       29628  0.0  0.0      0     0 ?        I    17:17   0:00  \_ [kworker/0:1-events]
root       29744  0.0  0.0      0     0 ?        I    17:29   0:00  \_ [kworker/u256:0-ext4-rsv-conversion]
root       29745  0.1  0.0      0     0 ?        I    17:29   0:01  \_ [kworker/0:0-events]
root       29809  0.0  0.0      0     0 ?        I    17:37   0:00  \_ [kworker/u256:3-ext4-rsv-conversion]
root       29815  0.0  0.0      0     0 ?        I    17:37   0:00  \_ [kworker/0:2-cgroup_destroy]
root           1  0.0  0.6 102384 12496 ?        Ss   11:37   0:03 /sbin/init
root         336  0.0  1.5  62516 31036 ?        Ss   11:37   0:03 /lib/systemd/systemd-journald
root         358  0.0  0.2  26304  4716 ?        Ss   11:37   0:00 /lib/systemd/systemd-udevd
systemd+     449  0.0  0.3  90092  6536 ?        Ssl  11:37   0:00 /lib/systemd/systemd-timesyncd
root         489  0.0  0.5  52368 11120 ?        Ss   11:37   0:00 /usr/bin/VGAuthService
root         490  0.1  0.5 241168 10688 ?        Ssl  11:37   0:34 /usr/bin/vmtoolsd
root         516  0.0  0.1   5872  3328 ?        Ss   11:37   0:00 dhclient -4 -v -i -pf /run/dhclient.ens33.pid -lf /var/lib/dhcp/dhclient.ens33.leases -I -df /var/lib/dhcp/dhclient6.ens33.leases ens33
root         521  0.0  0.1   6612  2572 ?        Ss   11:37   0:00 /usr/sbin/cron -f
message+     524  0.0  0.2   9240  4560 ?        Ss   11:37   0:00 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root         534  0.0  0.3 221796  6184 ?        Ssl  11:37   0:00 /usr/sbin/rsyslogd -n -iNONE
root         542  0.0  0.3  17216  7672 ?        Ss   11:37   0:00 /lib/systemd/systemd-logind
root         666  1.1 14.8 1429916 294528 ?      Ssl  11:37   4:20 /opt/traps/bin/pmd
root         884  0.0  3.8 743884 76380 ?        Sl   11:37   0:06  \_ /opt/traps/python/payload/pyxd -config /opt/traps/python/scripts/service_main.json -type 2
root        1285  0.0  1.9 429460 38488 ?        Sl   11:37   0:03  \_ /opt/traps/bin/dypdng -a -- 270
cortexu+    1429  0.0  3.7 217900 74416 ?        S    11:37   0:01  \_ /opt/traps/python/payload/lted -type 2 -config /opt/traps/ltee/ltee_decryptor.json
cortexu+    1468  0.0  3.2 217904 63976 ?        S    11:37   0:00  |   \_ /opt/traps/python/payload/lted -type 2 -config /opt/traps/ltee/ltee_decryptor.json
cortexu+    1436  0.0  0.4  13444  8308 ?        Sl   11:37   0:00  \_ /opt/traps/analyzerd/clad -n clad -c 290:requests -- --log-level 7 --max-worker-count 10
cortexu+    1440  0.0  3.6 303856 72944 ?        Sl   11:37   0:03  \_ /opt/traps/analyzerd/sandboxd -n Yara -c 296:requests
root         675  0.0  0.1   6128  3760 tty1     Ss   11:37   0:00 /bin/login -p --
root        1493  0.0  0.1   8000  3840 tty1     S+   11:37   0:00  \_ -bash
root         684  0.0  0.4  15440  9224 ?        Ss   11:37   0:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
root        1611  0.0  0.5  17740 10524 ?        Ss   11:46   0:00  \_ sshd: pun1sh3r [priv]
pun1sh3r    1639  0.1  0.3  18000  6396 ?        S    11:46   0:24  |   \_ sshd: pun1sh3r@pts/0
pun1sh3r    1640  0.0  0.1   7972  3828 pts/0    Ss   11:46   0:00  |       \_ -bash
root        1847  0.0  0.2   8996  4056 pts/0    S    12:04   0:00  |           \_ su root
root        1848  0.0  0.1   7308  3784 pts/0    S    12:04   0:00  |               \_ bash
root       29914  0.0  0.1   6936  3392 pts/0    S+   17:40   0:00  |                   \_ /bin/bash ./forensic.sh
root       29924  100  0.2  11216  4820 pts/0    R+   17:40   0:00  |                       \_ ps auxfww
root        2062  0.0  0.5  17740 10604 ?        Ss   12:24   0:00  \_ sshd: pun1sh3r [priv]
pun1sh3r    2068  0.0  0.3  18000  6560 ?        S    12:24   0:15  |   \_ sshd: pun1sh3r@pts/1
pun1sh3r    2069  0.0  0.1   7972  3792 pts/1    Ss   12:24   0:00  |       \_ -bash
root        2072  0.0  0.2   8996  4052 pts/1    S    12:24   0:00  |           \_ su root
root        2073  0.0  0.1   7200  3508 pts/1    S    12:24   0:00  |               \_ bash
tcpdump    29048  0.0  0.4  17352  8256 pts/1    S+   16:36   0:01  |                   \_ tcpdump -vvv -i ens33 -w network.pcap
root       29184  0.0  0.5  17740 11044 ?        Ss   16:46   0:00  \_ sshd: pun1sh3r [priv]
pun1sh3r   29191  0.1  0.3  18000  6960 ?        S    16:46   0:04      \_ sshd: pun1sh3r@pts/2
pun1sh3r   29192  0.0  0.2   7972  4668 pts/2    Ss   16:46   0:00          \_ -bash
root       29195  0.0  0.2   8996  4412 pts/2    S    16:46   0:00              \_ su root
root       29196  0.0  0.2   7356  4132 pts/2    S    16:46   0:00                  \_ bash
root       29787  3.0  0.1   5980  2552 pts/2    S+   17:34   0:09                      \_ less /var/log/apache2/access.log
root        1477  0.0  0.5  18972 10572 ?        Ss   11:37   0:00 /lib/systemd/systemd --user
root        1478  0.0  0.1 103148  2592 ?        S    11:37   0:00  \_ (sd-pam)
pun1sh3r    1615  0.0  0.5  18904 10676 ?        Ss   11:46   0:00 /lib/systemd/systemd --user
pun1sh3r    1617  0.0  0.1 103148  2820 ?        S    11:46   0:00  \_ (sd-pam)
root       28916  0.0  1.1 209944 22336 ?        Ss   16:19   0:00 /usr/sbin/apache2 -k start
www-data   28917  0.0  0.9 210688 19416 ?        S    16:19   0:01  \_ /usr/sbin/apache2 -k start
www-data   28918  0.0  0.6 210688 13828 ?        S    16:19   0:00  \_ /usr/sbin/apache2 -k start
www-data   28920  0.0  0.6 210688 13808 ?        S    16:19   0:00  \_ /usr/sbin/apache2 -k start
www-data   28921  0.0  0.8 210688 17268 ?        S    16:19   0:00  \_ /usr/sbin/apache2 -k start
www-data   28922  0.0  0.6 210688 13824 ?        S    16:19   0:00  \_ /usr/sbin/apache2 -k start
www-data   28930  0.0  0.8 210688 17176 ?        S    16:19   0:00  \_ /usr/sbin/apache2 -k start
www-data   28937  0.0  0.8 210688 17256 ?        S    16:20   0:00  \_ /usr/sbin/apache2 -k start
www-data   28938  0.0  0.8 210688 17256 ?        S    16:20   0:00  \_ /usr/sbin/apache2 -k start
www-data   28939  0.0  0.8 210688 17260 ?        S    16:20   0:00  \_ /usr/sbin/apache2 -k start
www-data   29302  0.0  0.7 212388 15172 ?        S    16:58   0:00  \_ /usr/sbin/apache2 -k start
www-data   29303  0.0  0.8 210688 17296 ?        S    16:58   0:00  \_ /usr/sbin/apache2 -k start
