File Threat Protection
1,2025-07-07 23:27:46 -03:00,/Volumes/Bypass EDRs MacOS/sample03v02.app/Contents/MacOS/sample03v02///sample03v02,kavd,Not processed
1,2025-07-07 23:16:44 -03:00,/Volumes/Bypass EDRs MacOS/sample03v02.app/Contents/MacOS/sample03v02///sample03v02,DesktopServicesHelper,Not processed
1,2025-07-07 23:16:44 -03:00,/Volumes/Bypass EDRs MacOS/sample03v02.app/Contents/MacOS/sample03v02,DesktopServicesHelper,Detected
3,2025-07-07 23:16:43 -03:00,/Applications/sample03v02.app/Contents/MacOS/sample03v02,DesktopServicesHelper,Deleted
4,2025-07-07 23:16:42 -03:00,/Applications/sample03v02.app/Contents/MacOS/sample03v02,DesktopServicesHelper,Backup copy created
1,2025-07-07 23:16:39 -03:00,/Applications/sample03v02.app/Contents/MacOS/sample03v02,DesktopServicesHelper,Detected
3,2025-07-07 23:14:33 -03:00,/Volumes/My Shared Files/Home/Downloads/Archive0505/malware03.app/Contents/MacOS/malware03,launchd,Deleted
4,2025-07-07 23:14:32 -03:00,/Volumes/My Shared Files/Home/Downloads/Archive0505/malware03.app/Contents/MacOS/malware03,launchd,Backup copy created
1,2025-07-07 23:14:30 -03:00,/Volumes/My Shared Files/Home/Downloads/Archive0505/malware03.app/Contents/MacOS/malware03,launchd,Detected
3,2025-07-07 23:13:18 -03:00,/Users/developer/Downloads/sample03v02.app/Contents/MacOS/sample03v02,DesktopServicesHelper,Deleted
4,2025-07-07 23:13:17 -03:00,/Users/developer/Downloads/sample03v02.app/Contents/MacOS/sample03v02,DesktopServicesHelper,Backup copy created
1,2025-07-07 23:13:17 -03:00,/Users/developer/Downloads/sample03v02.app/Contents/MacOS/sample03v02,DesktopServicesHelper,Detected
3,2025-07-07 23:13:17 -03:00,/Volumes/My Shared Files/Home/Downloads/sample03v02.app/Contents/MacOS/sample03v02,DesktopServicesHelper,Deleted
4,2025-07-07 23:13:16 -03:00,/Volumes/My Shared Files/Home/Downloads/sample03v02.app/Contents/MacOS/sample03v02,DesktopServicesHelper,Backup copy created
1,2025-07-07 23:13:14 -03:00,/Volumes/My Shared Files/Home/Downloads/sample03v02.app/Contents/MacOS/sample03v02,DesktopServicesHelper,Detected
3,2025-07-07 23:10:11 -03:00,/Applications/sample03v02.app/Contents/MacOS/sample03v02,launchd,Deleted
4,2025-07-07 23:10:10 -03:00,/Applications/sample03v02.app/Contents/MacOS/sample03v02,launchd,Backup copy created
1,2025-07-07 23:10:05 -03:00,/Applications/sample03v02.app/Contents/MacOS/sample03v02,launchd,Detected
3,2025-07-07 23:04:33 -03:00,/private/var/log/install.log,syslogd,Not processed
