RunTime,ExecutableName
2025-07-08 15:31:37,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\DRVINST.EXE
2025-07-08 14:30:43,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\DRVINST.EXE
2025-07-08 13:23:01,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\DRVINST.EXE
2025-07-07 23:08:45,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\DRVINST.EXE
2025-07-07 23:08:45,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\DRVINST.EXE
2025-07-07 23:08:44,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\DRVINST.EXE
2025-01-31 14:52:31,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\DRVINST.EXE
2025-01-31 13:56:20,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\DRVINST.EXE
2025-07-09 17:16:54,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\DUMPCAP.EXE
2025-07-09 17:10:23,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\DUMPCAP.EXE
2025-07-09 17:07:50,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\DUMPCAP.EXE
2025-07-09 15:07:26,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\DUMPCAP.EXE
2025-07-09 15:04:46,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\DUMPCAP.EXE
2025-07-09 14:59:36,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\DUMPCAP.EXE
2025-07-08 19:17:44,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\DUMPCAP.EXE
2025-07-08 19:13:06,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\DUMPCAP.EXE
2024-03-23 18:07:34,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\EASEOFACCESSDIALOG.EXE
2024-03-23 18:07:20,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\EASEOFACCESSDIALOG.EXE
2024-03-23 18:07:20,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\EASEOFACCESSDIALOG.EXE
2025-07-09 16:45:42,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\SOPHOS\ENDPOINT FIREWALL\EFWTELEMETRYPLUGIN.EXE
2025-07-09 16:41:59,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.77\ELEVATION_SERVICE.EXE
2025-07-09 16:09:50,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.77\ELEVATION_SERVICE.EXE
2025-07-09 15:58:20,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.77\ELEVATION_SERVICE.EXE
2025-07-09 15:56:45,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.77\ELEVATION_SERVICE.EXE
2025-07-09 14:56:31,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\ELEVATION_SERVICE.EXE
2025-07-08 20:05:10,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\ELEVATION_SERVICE.EXE
2025-07-08 19:20:04,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\ELEVATION_SERVICE.EXE
2025-07-08 19:17:32,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\ELEVATION_SERVICE.EXE
2025-07-08 19:12:46,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\ELEVATION_SERVICE.EXE
2025-07-08 19:04:13,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\ELEVATION_SERVICE.EXE
2025-07-08 18:57:53,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\ELEVATION_SERVICE.EXE
2025-07-08 18:45:31,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\ELEVATION_SERVICE.EXE
2025-07-09 17:08:16,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\GOOGLE\CHROME\APPLICATION\132.0.6834.160\ELEVATION_SERVICE.EXE
2025-07-09 14:59:45,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\GOOGLE\CHROME\APPLICATION\132.0.6834.160\ELEVATION_SERVICE.EXE
2025-07-09 17:07:49,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\EXTCAP\ETWDUMP.EXE
2025-07-09 15:06:41,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\EXTCAP\ETWDUMP.EXE
2025-07-09 15:06:41,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\EXTCAP\ETWDUMP.EXE
2025-07-09 14:59:36,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\EXTCAP\ETWDUMP.EXE
2025-07-09 14:59:34,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\EXTCAP\ETWDUMP.EXE
2025-07-09 14:59:29,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\EXTCAP\ETWDUMP.EXE
2025-07-08 19:13:05,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\EXTCAP\ETWDUMP.EXE
2025-07-08 19:13:05,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WIRESHARK\EXTCAP\ETWDUMP.EXE
2025-07-09 17:00:14,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT OFFICE\ROOT\OFFICE16\EXCEL.EXE
2025-07-08 19:19:43,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT OFFICE\ROOT\OFFICE16\EXCEL.EXE
2025-07-08 19:15:32,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT OFFICE\ROOT\OFFICE16\EXCEL.EXE
2025-07-08 18:59:45,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT OFFICE\ROOT\OFFICE16\EXCEL.EXE
2025-07-08 18:38:52,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT OFFICE\ROOT\OFFICE16\EXCEL.EXE
2025-07-08 18:22:47,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT OFFICE\ROOT\OFFICE16\EXCEL.EXE
2025-07-08 18:17:27,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT OFFICE\ROOT\OFFICE16\EXCEL.EXE
2025-07-08 18:16:56,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT OFFICE\ROOT\OFFICE16\EXCEL.EXE
2025-01-31 12:37:52,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\EXPLORER.EXE
2025-01-10 15:54:13,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\EXPLORER.EXE
2025-01-10 12:57:46,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\EXPLORER.EXE
2025-07-09 15:27:42,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.105.0601.0002\FILECOAUTH.EXE
2025-07-09 15:16:42,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.105.0601.0002\FILECOAUTH.EXE
2025-07-09 15:04:12,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.105.0601.0002\FILECOAUTH.EXE
2025-07-08 20:26:27,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.105.0601.0002\FILECOAUTH.EXE
2025-07-08 20:17:54,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.105.0601.0002\FILECOAUTH.EXE
2025-07-08 20:14:45,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.105.0601.0002\FILECOAUTH.EXE
2025-07-08 20:10:48,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.105.0601.0002\FILECOAUTH.EXE
2025-07-08 19:54:37,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.105.0601.0002\FILECOAUTH.EXE
2025-07-09 17:21:12,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.110.0608.0002\FILECOAUTH.EXE
2025-07-09 17:11:13,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.110.0608.0002\FILECOAUTH.EXE
2025-07-09 17:00:34,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.110.0608.0002\FILECOAUTH.EXE
2025-07-09 16:56:09,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.110.0608.0002\FILECOAUTH.EXE
2025-07-09 16:51:13,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.110.0608.0002\FILECOAUTH.EXE
2025-07-09 16:41:35,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.110.0608.0002\FILECOAUTH.EXE
2025-07-09 16:29:27,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.110.0608.0002\FILECOAUTH.EXE
2025-07-09 16:21:01,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\MICROSOFT ONEDRIVE\25.110.0608.0002\FILECOAUTH.EXE
2024-03-18 23:56:51,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_2.34.28001.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2025-01-10 12:40:19,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.3191.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-04-16 16:41:17,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.3191.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-04-12 13:28:51,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.2141.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2025-07-07 23:02:59,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.224.11211.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2025-01-31 12:26:56,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.224.11211.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2025-07-09 16:45:41,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\SOPHOS\AUTOUPDATE\TELEMETRY\GATHERTELEM.EXE
2024-03-19 00:06:57,\VOLUME{01da6ccaad22ad19-96ad979b}\USERS\CLIENT\APPDATA\LOCAL\TEMP\GUM43CE.TMP\GOOGLEUPDATE.EXE
2024-03-19 00:07:05,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEMTEMP\GUM6300.TMP\GOOGLEUPDATE.EXE
2025-07-09 16:13:07,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSCOMMUNICATIONSAPPS_16005.14326.22342.0_X64__8WEKYB3D8BBWE\HXTSR.EXE
2025-07-09 15:00:41,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSCOMMUNICATIONSAPPS_16005.14326.22342.0_X64__8WEKYB3D8BBWE\HXTSR.EXE
2025-07-08 17:18:09,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSCOMMUNICATIONSAPPS_16005.14326.22342.0_X64__8WEKYB3D8BBWE\HXTSR.EXE
2025-07-09 14:57:23,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\IDENTITY_HELPER.EXE
2025-07-08 20:17:46,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\IDENTITY_HELPER.EXE
2025-07-08 20:05:23,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\IDENTITY_HELPER.EXE
2025-07-08 19:34:58,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\IDENTITY_HELPER.EXE
2025-07-08 19:20:09,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\IDENTITY_HELPER.EXE
2025-07-08 19:17:34,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\IDENTITY_HELPER.EXE
2025-07-08 19:12:47,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\IDENTITY_HELPER.EXE
2025-07-08 19:04:19,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.65\IDENTITY_HELPER.EXE
2025-07-09 16:42:27,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.77\IDENTITY_HELPER.EXE
2025-07-09 16:10:19,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\138.0.3351.77\IDENTITY_HELPER.EXE
2025-07-08 17:17:58,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\IPCONFIG.EXE
2025-07-08 16:30:28,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\IPCONFIG.EXE
2024-03-19 00:04:47,\VOLUME{01da6ccaad22ad19-96ad979b}\USERS\CLIENT\DOWNLOADS\IRPF2024WIN64V1.0.EXE
2024-03-18 23:59:44,\VOLUME{01da6ccaad22ad19-96ad979b}\USERS\CLIENT\DOWNLOADS\IRPF2024WIN64V1.0.EXE
2024-03-18 23:58:36,\VOLUME{01da6ccaad22ad19-96ad979b}\USERS\CLIENT\DOWNLOADS\IRPF2024WIN64V1.0.EXE
2024-03-18 23:58:36,\VOLUME{01da6ccaad22ad19-96ad979b}\USERS\CLIENT\DOWNLOADS\IRPF2024WIN64V1.0.EXE
2024-03-18 23:58:36,\VOLUME{01da6ccaad22ad19-96ad979b}\USERS\CLIENT\DOWNLOADS\IRPF2024WIN64V1.0.EXE
2024-04-16 16:41:23,\VOLUME{01da6ccaad22ad19-96ad979b}\ARQUIVOS DE PROGRAMAS RFB\IRPF2024\JRE\BIN\JAVAW.EXE
2024-04-16 16:41:22,\VOLUME{01da6ccaad22ad19-96ad979b}\ARQUIVOS DE PROGRAMAS RFB\IRPF2024\JRE\BIN\JAVAW.EXE
2024-04-12 13:32:40,\VOLUME{01da6ccaad22ad19-96ad979b}\ARQUIVOS DE PROGRAMAS RFB\IRPF2024\JRE\BIN\JAVAW.EXE
2024-04-12 13:32:39,\VOLUME{01da6ccaad22ad19-96ad979b}\ARQUIVOS DE PROGRAMAS RFB\IRPF2024\JRE\BIN\JAVAW.EXE
2024-03-23 16:24:51,\VOLUME{01da6ccaad22ad19-96ad979b}\ARQUIVOS DE PROGRAMAS RFB\IRPF2024\JRE\BIN\JAVAW.EXE
2024-03-23 16:24:51,\VOLUME{01da6ccaad22ad19-96ad979b}\ARQUIVOS DE PROGRAMAS RFB\IRPF2024\JRE\BIN\JAVAW.EXE
2024-03-23 16:23:56,\VOLUME{01da6ccaad22ad19-96ad979b}\ARQUIVOS DE PROGRAMAS RFB\IRPF2024\JRE\BIN\JAVAW.EXE
2024-03-23 16:23:55,\VOLUME{01da6ccaad22ad19-96ad979b}\ARQUIVOS DE PROGRAMAS RFB\IRPF2024\JRE\BIN\JAVAW.EXE
2024-03-23 18:21:14,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEMAPPS\MICROSOFT.LOCKAPP_CW5N1H2TXYEWY\LOCKAPP.EXE
2025-07-09 15:58:17,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\LOGONUI.EXE
2025-07-08 18:43:58,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\LOGONUI.EXE
2025-07-08 18:26:04,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\LOGONUI.EXE
2025-07-08 18:04:51,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\LOGONUI.EXE
2025-07-08 17:20:11,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\LOGONUI.EXE
2025-07-08 15:53:58,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\LOGONUI.EXE
2025-07-08 14:51:04,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\LOGONUI.EXE
2025-07-08 00:38:17,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\LOGONUI.EXE
2025-07-09 15:31:17,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MAKECAB.EXE
2025-07-09 16:44:51,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\SOPHOS\MANAGEMENT COMMUNICATIONS SYSTEM\ENDPOINT\MCSAGENT.EXE
2025-07-09 16:44:52,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\SOPHOS\MANAGEMENT COMMUNICATIONS SYSTEM\ENDPOINT\MCSCLIENT.EXE
2025-07-09 17:09:48,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2025-07-09 16:41:55,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2025-07-09 16:09:42,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2025-07-09 16:09:36,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2025-07-09 15:57:15,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2025-07-09 15:19:24,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2025-07-09 14:56:37,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2025-07-08 20:18:25,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2025-07-09 14:59:41,MICROSOFTEDGE_X64_138.0.3351.
2025-07-09 17:13:01,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-09 16:49:49,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-09 14:56:43,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-09 14:56:41,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-08 19:53:33,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-08 19:13:01,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-08 18:58:12,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-08 18:34:57,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-08 14:23:43,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-09 17:20:49,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-09 17:01:54,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-09 16:51:14,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-08 20:17:32,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-08 20:08:35,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-08 20:08:34,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-08 19:54:41,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-08 19:36:39,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MMC.EXE
2025-07-09 16:41:17,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOBSYNC.EXE
2025-07-09 16:09:23,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOBSYNC.EXE
2025-07-09 14:56:07,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOBSYNC.EXE
2025-07-08 20:04:49,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOBSYNC.EXE
2025-07-08 18:34:49,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOBSYNC.EXE
2025-07-08 18:12:24,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOBSYNC.EXE
2025-07-08 17:21:48,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOBSYNC.EXE
2025-07-08 15:00:32,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOBSYNC.EXE
2025-07-09 16:54:29,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2025-07-09 16:42:22,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2025-07-09 16:22:46,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2025-07-09 16:13:37,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2025-07-09 16:10:12,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2025-07-09 14:57:16,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2025-07-08 20:26:27,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2025-07-08 20:10:48,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2025-07-09 16:43:26,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.25050.5-0\MPCMDRUN.EXE
2025-07-09 16:11:20,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.25050.5-0\MPCMDRUN.EXE
2025-07-09 14:58:23,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.25050.5-0\MPCMDRUN.EXE
2025-07-08 20:19:32,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.25050.5-0\MPCMDRUN.EXE
2025-07-08 20:07:24,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.25050.5-0\MPCMDRUN.EXE
2025-07-08 19:37:13,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.25050.5-0\MPCMDRUN.EXE
2025-07-08 19:14:25,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.25050.5-0\MPCMDRUN.EXE
2025-07-08 18:59:36,\VOLUME{01da6ccaad22ad19-96ad979b}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.25050.5-0\MPCMDRUN.EXE
2025-07-08 19:28:47,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2025-07-08 14:03:04,\VOLUME{01da6ccaad22ad19-96ad979b}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
