
   915814      4 -rw-r--r--   1 root     root          663 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-CTkMessagebox.py
   915821      4 -rw-r--r--   1 root     root          516 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-PyTaskbar.py
   916231      4 -rw-r--r--   1 root     root          557 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-timm.py
   915925      4 -rw-r--r--   1 root     root          557 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-fastai.py
   916382      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkIOSQL.py
   916017      4 -rw-r--r--   1 root     root          557 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-mecab.py
   915858      4 -rw-r--r--   1 root     root          514 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-branca.py
   916401      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkImagingStatistics.py
   916168      4 -rw-r--r--   1 root     root          516 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-selenium.py
   916428      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkRenderingUI.py
   916407      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkInteractionWidgets.py
   915844      4 -rw-r--r--   1 root     root          838 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-azurerm.py
   915990      4 -rw-r--r--   1 root     root          843 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-kinterbasdb.py
   916040      4 -rw-r--r--   1 root     root          808 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-nltk.py
   916385      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkIOTecplotTable.py
   916085      4 -rw-r--r--   1 root     root          584 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-psychopy.py
   916455      4 -rw-r--r--   1 root     root          582 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-wx.lib.pubsub.py
   916030      4 -rw-r--r--   1 root     root          610 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-names.py
   916024      4 -rw-r--r--   1 root     root          557 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-monai.py
   916399      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkImagingOpenGL2.py
   915953      4 -rw-r--r--   1 root     root          518 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-google.cloud.storage.py
   916388      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkIOVideo.py
   916423      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkRenderingLabel.py
   915905      4 -rw-r--r--   1 root     root          548 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-eel.py
   915847      4 -rw-r--r--   1 root     root         1675 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-bacon.py
   916294      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkAcceleratorsVTKmDataModel.py
