USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           2  0.0  0.0      0     0 ?        S    08:16   0:00 [kthreadd]
root          45  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [kthrotld]
root          47  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/24-pciehp]
root          48  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/25-pciehp]
root          49  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/26-pciehp]
root          50  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/27-pciehp]
root          51  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/28-pciehp]
root          52  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/29-pciehp]
root          53  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/30-pciehp]
root          54  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/31-pciehp]
root          55  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/32-pciehp]
root          56  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/33-pciehp]
root          57  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/34-pciehp]
root          58  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/35-pciehp]
root          59  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/36-pciehp]
root          60  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/37-pciehp]
root          61  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/38-pciehp]
root          62  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/39-pciehp]
root          63  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/40-pciehp]
root          64  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/41-pciehp]
root          65  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/42-pciehp]
root          66  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/43-pciehp]
root          67  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/44-pciehp]
root          68  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/45-pciehp]
root          69  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/46-pciehp]
root          70  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/47-pciehp]
root          71  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/48-pciehp]
root          72  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/49-pciehp]
root          73  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/50-pciehp]
root          74  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/51-pciehp]
root          75  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/52-pciehp]
root          76  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/53-pciehp]
root          77  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/54-pciehp]
root          78  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/55-pciehp]
root          79  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [acpi_thermal_pm]
root          81  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [mld]
root          82  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [ipv6_addrconf]
root          87  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [kstrp]
root          92  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [zswap-shrink]
root          93  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [kworker/u257:0]
root         156  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [mpt_poll_0]
root         158  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [mpt/0]
root         159  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [ata_sff]
root         160  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_0]
root         161  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_0]
root         162  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_1]
root         163  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_1]
root         165  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_2]
root         166  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_2]
root         167  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_3]
root         168  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_3]
root         169  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_4]
root         170  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_4]
root         171  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_5]
root         172  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_5]
root         173  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_6]
root         174  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_6]
root         175  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_7]
root         176  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_7]
root         177  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_8]
root         178  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_8]
root         179  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_9]
root         180  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_9]
root         181  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_10]
root         182  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_10]
root         183  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_11]
root         184  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_11]
root         185  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_12]
root         186  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_12]
root         187  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_13]
root         188  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_13]
root         189  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_14]
root         190  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_14]
root         191  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_15]
root         192  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_15]
root         193  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_16]
root         194  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_16]
root         195  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_17]
root         196  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_17]
root         197  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_18]
root         198  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_18]
root         199  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_19]
root         200  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_19]
root         201  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_20]
root         202  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_20]
root         203  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_21]
root         204  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_21]
root         205  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_22]
root         206  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_22]
root         207  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_23]
root         208  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_23]
root         209  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_24]
root         210  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_24]
root         211  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_25]
root         212  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_25]
root         213  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_26]
root         214  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_26]
root         215  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_27]
root         216  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_27]
root         217  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_28]
root         218  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_28]
root         219  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_29]
root         220  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_29]
root         221  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_30]
root         222  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_30]
root         223  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_31]
root         224  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_31]
root         253  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [scsi_eh_32]
root         254  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [scsi_tmf_32]
root         262  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [kworker/0:2H-kblockd]
root         292  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [jbd2/sda3-8]
root         293  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [ext4-rsv-conver]
root         391  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/57-vmw_vmci]
root         393  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/58-vmw_vmci]
root         394  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/59-vmw_vmci]
root         402  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [jbd2/sda1-8]
root         403  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [ext4-rsv-conver]
root         410  0.0  0.0      0     0 ?        S    08:16   0:00  \_ [irq/16-vmwgfx]
root         425  0.0  0.0      0     0 ?        I<   08:16   0:00  \_ [cryptd]
root        3161  0.0  0.0      0     0 ?        I    16:15   0:00  \_ [kworker/u256:0-writeback]
root        3381  0.3  0.0      0     0 ?        I    16:22   0:04  \_ [kworker/0:0-events]
root        3385  0.0  0.0      0     0 ?        I    16:22   0:00  \_ [kworker/0:1-cgwb_release]
root        3601  0.0  0.0      0     0 ?        I    16:39   0:00  \_ [kworker/u256:1-writeback]
root        3633  0.0  0.0      0     0 ?        I    16:46   0:00  \_ [kworker/u256:2-events_unbound]
root        3673  0.0  0.0      0     0 ?        I    16:47   0:00  \_ [kworker/u256:3-events_unbound]
root           1  0.0  0.6 102092 12144 ?        Ss   08:16   0:01 /sbin/init
root         336  0.0  1.3  57776 27128 ?        Ss   08:16   0:02 /lib/systemd/systemd-journald
root         357  0.0  0.2  26284  5880 ?        Ss   08:16   0:00 /lib/systemd/systemd-udevd
systemd+     450  0.0  0.3  90092  6620 ?        Ssl  08:16   0:00 /lib/systemd/systemd-timesyncd
root         492  0.0  0.5  52368 11192 ?        Ss   08:16   0:00 /usr/bin/VGAuthService
root         493  0.2  0.4 241216  9184 ?        Ssl  08:16   1:05 /usr/bin/vmtoolsd
root         517  0.0  0.1   5872  3608 ?        Ss   08:16   0:00 dhclient -4 -v -i -pf /run/dhclient.ens33.pid -lf /var/lib/dhcp/dhclient.ens33.leases -I -df /var/lib/dhcp/dhclient6.ens33.leases ens33
root         525  0.0  0.0   6612  1184 ?        Ss   08:16   0:00 /usr/sbin/cron -f
message+     528  0.0  0.2   9140  4876 ?        Ss   08:16   0:00 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root         537  0.0  0.4  17208  8120 ?        Ss   08:16   0:00 /lib/systemd/systemd-logind
root         635  0.0  0.0   5876  1008 tty1     Ss+  08:16   0:00 /sbin/agetty -o -p -- \u --noclear - linux
root         646  0.0  0.4  15440  9260 ?        Ss   08:16   0:01 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
root         822  0.0  0.5  17740 10728 ?        Ss   08:18   0:00  \_ sshd: pun1sh3r [priv]
pun1sh3r     845  0.0  0.3  18552  7484 ?        S    08:18   0:06  |   \_ sshd: pun1sh3r@pts/0
pun1sh3r     846  0.0  0.2   9624  5888 pts/0    Ss   08:18   0:01  |       \_ -bash
root        3680  0.7  0.2   8996  4276 pts/0    S    16:48   0:00  |           \_ su root
root        3681  0.0  0.1   7200  3836 pts/0    S    16:48   0:00  |               \_ bash
root        3682  0.0  0.1   6936  3308 pts/0    S+   16:48   0:00  |                   \_ /bin/bash ./forensic.sh
root        3690  0.0  0.2  11088  4384 pts/0    R+   16:48   0:00  |                       \_ ps auxfww
root        3433  0.0  0.5  17740 10860 ?        Ss   16:30   0:00  \_ sshd: pun1sh3r [priv]
pun1sh3r    3439  0.0  0.3  18000  6876 ?        S    16:30   0:00      \_ sshd: pun1sh3r@pts/1
pun1sh3r    3440  0.0  0.2   7972  4668 pts/1    Ss   16:30   0:00          \_ -bash
root        3455  0.0  0.2   8996  4212 pts/1    S    16:30   0:00              \_ su root
root        3456  0.0  0.1   7200  3824 pts/1    S+   16:30   0:00                  \_ bash
pun1sh3r     825  0.0  0.5  19304 11044 ?        Ss   08:18   0:01 /lib/systemd/systemd --user
pun1sh3r     826  0.0  0.1 103148  2988 ?        S    08:18   0:00  \_ (sd-pam)
root        3204  0.0  0.3 221796  6056 ?        Ssl  16:16   0:00 /usr/sbin/rsyslogd -n -iNONE
